Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,Continent nationality,Date,Meet,Meet location
800 m freestyle,800,Female,48,08:22.40,502044,,Final,Janet Evans,Janet_Evans,United States,America,"Monday, July 27, 1987",USA Nationals & Pan Pacific Trials,"Clovis, CA, United States"
4 x 200 m freestyle relay,800,Female,3,07:55.50,475047,,Final,Manuela Stellmach,Manuela_Stellmach,East Germany,Europe,"Tuesday, August 18, 1987",European Championships,"Strasbourg, France"
4 x 200 m freestyle relay,800,Female,3,07:55.50,475047,,Final,Astrid Strauss,Astrid_Strauss,East Germany,Europe,"Tuesday, August 18, 1987",European Championships,"Strasbourg, France"
4 x 200 m freestyle relay,800,Female,3,07:55.50,475047,,Final,Anke Möhring,Anke_Möhring,East Germany,Europe,"Tuesday, August 18, 1987",European Championships,"Strasbourg, France"
4 x 200 m freestyle relay,800,Female,3,07:55.50,475047,,Final,Heike Friedrich,Heike_Friedrich,East Germany,Europe,"Tuesday, August 18, 1987",European Championships,"Strasbourg, France"
800 m freestyle,800,Female,49,08:19.50,499053,,Final,Anke Möhring,Anke_Möhring,East Germany,Europe,"Wednesday, August 19, 1987",European Championships,"Strasbourg, France"
800 m freestyle,800,Female,50,08:17.10,497012,,Final,Janet Evans,Janet_Evans,United States,America,"Tuesday, March 22, 1988",USA Spring Nationals,"Orlando, FL, United States"
800 m freestyle,800,Female,51,08:16.20,496022,,Final,Janet Evans,Janet_Evans,United States,America,"Sunday, August 20, 1989",Pan Pacific Championships,"Tokyo, Japan"
4 x 200 m freestyle relay,800,Female,4,07:53.40,473042,,Final,Natalie Coughlin,Natalie_Coughlin,United States,America,"Wednesday, August 18, 2004",Olympic Games,"Athens, Greece"
4 x 200 m freestyle relay,800,Female,4,07:53.40,473042,,Final,Carly Piper,Carly_Piper,United States,America,"Wednesday, August 18, 2004",Olympic Games,"Athens, Greece"
4 x 200 m freestyle relay,800,Female,4,07:53.40,473042,,Final,Dana Vollmer,Dana_Vollmer,United States,America,"Wednesday, August 18, 2004",Olympic Games,"Athens, Greece"
4 x 200 m freestyle relay,800,Female,4,07:53.40,473042,,Final,Kaitlin Sandeno,Kaitlin_Sandeno,United States,America,"Wednesday, August 18, 2004",Olympic Games,"Athens, Greece"
4 x 200 m freestyle relay,800,Female,5,07:50.80,470082,,Final,Petra Dallmann,Petra_Dallmann,Germany,Europe,"Thursday, August 3, 2006",European Championships,"Budapest, Hungary"
4 x 200 m freestyle relay,800,Female,5,07:50.80,470082,,Final,Daniela Samulski,Daniela_Samulski,Germany,Europe,"Thursday, August 3, 2006",European Championships,"Budapest, Hungary"
4 x 200 m freestyle relay,800,Female,5,07:50.80,470082,,Final,Britta Steffen,Britta_Steffen,Germany,Europe,"Thursday, August 3, 2006",European Championships,"Budapest, Hungary"
4 x 200 m freestyle relay,800,Female,5,07:50.80,470082,,Final,Annika Lurz,Annika_Lurz,Germany,Europe,"Thursday, August 3, 2006",European Championships,"Budapest, Hungary"
4 x 200 m freestyle relay,800,Female,6,07:50.10,470009,,Final,Natalie Coughlin,Natalie_Coughlin,United States,America,"Thursday, March 29, 2007",World Championships,"Melbourne, Australia"
4 x 200 m freestyle relay,800,Female,6,07:50.10,470009,,Final,Dana Vollmer,Dana_Vollmer,United States,America,"Thursday, March 29, 2007",World Championships,"Melbourne, Australia"
4 x 200 m freestyle relay,800,Female,6,07:50.10,470009,,Final,Lacey Nymeyer,Lacey_Nymeyer,United States,America,"Thursday, March 29, 2007",World Championships,"Melbourne, Australia"
4 x 200 m freestyle relay,800,Female,6,07:50.10,470009,,Final,Katie Hoff,Katie_Hoff,United States,America,"Thursday, March 29, 2007",World Championships,"Melbourne, Australia"
4 x 200 m freestyle relay,800,Female,7,07:44.30,464031,,Final,Stephanie Rice,Stephanie_Rice,Australia,Oceania,"Thursday, August 14, 2008",Olympic Games,"Beijing, China"
4 x 200 m freestyle relay,800,Female,7,07:44.30,464031,,Final,Bronte Barratt,Bronte_Barratt,Australia,Oceania,"Thursday, August 14, 2008",Olympic Games,"Beijing, China"
4 x 200 m freestyle relay,800,Female,7,07:44.30,464031,,Final,Kylie Palmer,Kylie_Palmer,Australia,Oceania,"Thursday, August 14, 2008",Olympic Games,"Beijing, China"
4 x 200 m freestyle relay,800,Female,7,07:44.30,464031,,Final,Linda Mackenzie,Linda_Mackenzie,Australia,Oceania,"Thursday, August 14, 2008",Olympic Games,"Beijing, China"
800 m freestyle,800,Female,52,08:14.10,494001,,Final,Rebecca Adlington,Rebecca_Adlington,United Kingdom,Europe,"Saturday, August 16, 2008",Olympic Games,"Beijing, China"
4 x 200 m freestyle relay,800,Female,8,07:42.10,462008,,Final,Yang Yu,Yang_Yu,China,Asia,"Thursday, July 30, 2009",World Championships,"Rome, Italy"
4 x 200 m freestyle relay,800,Female,8,07:42.10,462008,,Final,Zhu Qianwei,Zhu_Qianwei,China,Asia,"Thursday, July 30, 2009",World Championships,"Rome, Italy"
4 x 200 m freestyle relay,800,Female,8,07:42.10,462008,,Final,Liu Jing,Liu_Jing,China,Asia,"Thursday, July 30, 2009",World Championships,"Rome, Italy"
4 x 200 m freestyle relay,800,Female,8,07:42.10,462008,,Final,Pang Jiaying,Pang_Jiaying,China,Asia,"Thursday, July 30, 2009",World Championships,"Rome, Italy"
800 m freestyle,800,Female,53,08:13.90,493086,,Final,Katie Ledecky,Katie_Ledecky,United States,America,"Saturday, August 3, 2013",World Championships,"Barcelona, Spain"
800 m freestyle,800,Female,54,08:11.00,491000,,Final,Katie Ledecky,Katie_Ledecky,United States,America,"Sunday, June 22, 2014",Woodlands Senior Invitational Meet,"Shenandoah, United States"
800 m freestyle,800,Female,55,08:07.40,487039,,Final,Katie Ledecky,Katie_Ledecky,United States,America,"Saturday, August 8, 2015",World Championships,"Kazan, Russia"
800 m freestyle,800,Female,56,08:06.70,486068,,Final,Katie Ledecky,Katie_Ledecky,United States,America,"Sunday, January 17, 2016",Arena Pro Swim Series,"Austin, United States"
800 m freestyle,800,Female,57,08:04.80,484079,,Final,Katie Ledecky,Katie_Ledecky,United States,America,"Friday, August 12, 2016",Olympic Games,"Rio de Janeiro, Brazil"
4 x 200 m freestyle relay,800,Male,7,09:49.60,589006,,Final,August Heitmann,August_Heitmann,Germany,Europe,"Monday, April 10, 1905",European Championships,"Bologna, Italy"
4 x 200 m freestyle relay,800,Male,7,09:49.60,589006,,Final,Joachim Rademacher,Joachim_Rademacher,Germany,Europe,"Monday, April 10, 1905",European Championships,"Bologna, Italy"
4 x 200 m freestyle relay,800,Male,7,09:49.60,589006,,Final,Friedrich Berger,Friedrich_Berger,Germany,Europe,"Monday, April 10, 1905",European Championships,"Bologna, Italy"
4 x 200 m freestyle relay,800,Male,7,09:49.60,589006,,Final,Herbert Heinrich,Herbert_Heinrich,Germany,Europe,"Monday, April 10, 1905",European Championships,"Bologna, Italy"
4 x 200 m freestyle relay,800,Male,10,09:34.00,574000,,Final,András Wanié,András_Wanié,Hungary,Europe,"Friday, April 14, 1905",European Championships,"Paris, France"
4 x 200 m freestyle relay,800,Male,10,09:34.00,574000,,Final,László Szabados,László_Szabados,Hungary,Europe,"Friday, April 14, 1905",European Championships,"Paris, France"
4 x 200 m freestyle relay,800,Male,10,09:34.00,574000,,Final,András Székely,András_Székely,Hungary,Europe,"Friday, April 14, 1905",European Championships,"Paris, France"
4 x 200 m freestyle relay,800,Male,10,09:34.00,574000,,Final,István Bárány,István_Bárány,Hungary,Europe,"Friday, April 14, 1905",European Championships,"Paris, France"
800 m freestyle,800,Male,1,11:25.40,685004,,Set in a pool measured in yards,Henry Taylor,Henry_Taylor,United Kingdom,Europe,"Saturday, July 21, 1906",-,"Runcorn, United Kingdom"
4 x 200 m freestyle relay,800,Male,1,10:55.60,655006,,Final,John Derbyshire,John_Derbyshire,United Kingdom,Europe,"Friday, July 24, 1908",Olympic Games,"London, United Kingdom"
4 x 200 m freestyle relay,800,Male,1,10:55.60,655006,,Final,Paul Radmilovic,Paul_Radmilovic,United Kingdom,Europe,"Friday, July 24, 1908",Olympic Games,"London, United Kingdom"
4 x 200 m freestyle relay,800,Male,1,10:55.60,655006,,Final,William Foster,William_Foster,United Kingdom,Europe,"Friday, July 24, 1908",Olympic Games,"London, United Kingdom"
4 x 200 m freestyle relay,800,Male,1,10:55.60,655006,,Final,Henry Taylor,Henry_Taylor,United Kingdom,Europe,"Friday, July 24, 1908",Olympic Games,"London, United Kingdom"
4 x 200 m freestyle relay,800,Male,2,10:26.40,626004,,Final,Ken Huszagh,Ken_Huszagh,United States,America,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,2,10:26.40,626004,,Final,Duke Kahanamoku,Duke_Kahanamoku,United States,America,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,2,10:26.40,626004,,Final,Perry McGillivray,Perry_McGillivray,United States,America,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,2,10:26.40,626004,,Final,Harry Hebner,Harry_Hebner,United States,America,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,3,10:14.00,614000,,Final,Harold Hardwick,Harold_Hardwick,Australia,Oceania,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,3,10:14.00,614000,,Final,Malcolm Champion,Malcolm_Champion,Australia,Oceania,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,3,10:14.00,614000,,Final,Leslie Boardman,Leslie_Boardman,Australia,Oceania,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,3,10:14.00,614000,,Final,Cecil Healy,Cecil_Healy,Australia,Oceania,"Friday, July 12, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,4,10:11.60,611006,,Final,Cecil Healy,Cecil_Healy,Australia,Oceania,"Monday, July 15, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,4,10:11.60,611006,,Final,Malcolm Champion,Malcolm_Champion,Australia,Oceania,"Monday, July 15, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,4,10:11.60,611006,,Final,Leslie Boardman,Leslie_Boardman,Australia,Oceania,"Monday, July 15, 1912",Olympic Games,"Stockholm, Sweden"
4 x 200 m freestyle relay,800,Male,4,10:11.60,611006,,Final,Harold Hardwick,Harold_Hardwick,Australia,Oceania,"Monday, July 15, 1912",Olympic Games,"Stockholm, Sweden"
800 m freestyle,800,Male,2,11:24.20,684002,,Set in a pool measured in yards,Norman Ross,Norman_Ross,United States,America,"Saturday, January 10, 1920",-,"Sydney, Australia"
4 x 200 m freestyle relay,800,Male,5,10:04.40,604004,,Final,Perry McGillivray,Perry_McGillivray,United States,America,"Sunday, August 29, 1920",Olympic Games,"Antwerp, Belgium"
4 x 200 m freestyle relay,800,Male,5,10:04.40,604004,,Final,Pua Kealoha,Pua_Kealoha,United States,America,"Sunday, August 29, 1920",Olympic Games,"Antwerp, Belgium"
4 x 200 m freestyle relay,800,Male,5,10:04.40,604004,,Final,Norman Ross,Norman_Ross,United States,America,"Sunday, August 29, 1920",Olympic Games,"Antwerp, Belgium"
4 x 200 m freestyle relay,800,Male,5,10:04.40,604004,,Final,Duke Kahanamoku,Duke_Kahanamoku,United States,America,"Sunday, August 29, 1920",Olympic Games,"Antwerp, Belgium"
800 m freestyle,800,Male,3,11:05.20,665002,,Set in a pool measured in yards,Boy Charlton,Boy_Charlton,Australia,Oceania,"Saturday, January 13, 1923",-,"Sydney, Australia"
800 m freestyle,800,Male,4,10:51.80,651008,,Set in a pool measured in yards,Boy Charlton,Boy_Charlton,Australia,Oceania,"Saturday, January 19, 1924",-,"Sydney, Australia"
800 m freestyle,800,Male,5,10:43.60,643006,,Final,Arne Borg,Arne_Borg,Sweden,Europe,"Friday, April 11, 1924",-,"Honolulu, Hawaii"
4 x 200 m freestyle relay,800,Male,6,09:53.40,593004,,Final,Wally O'Connor,Wally_O'Connor,United States,America,"Sunday, July 20, 1924",Olympic Games,"Paris, France"
4 x 200 m freestyle relay,800,Male,6,09:53.40,593004,,Final,Harry Glancy,Harry_Glancy,United States,America,"Sunday, July 20, 1924",Olympic Games,"Paris, France"
4 x 200 m freestyle relay,800,Male,6,09:53.40,593004,,Final,Ralph Breyer,Ralph_Breyer,United States,America,"Sunday, July 20, 1924",Olympic Games,"Paris, France"
4 x 200 m freestyle relay,800,Male,6,09:53.40,593004,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,America,"Sunday, July 20, 1924",Olympic Games,"Paris, France"
800 m freestyle,800,Male,6,10:37.40,637004,,Final,Arne Borg,Arne_Borg,Sweden,Europe,"Tuesday, August 25, 1925",-,"Harnäs, Sweden"
800 m freestyle,800,Male,7,10:32.00,632000,,Set in a pool measured in yards,Boy Charlton,Boy_Charlton,Australia,Oceania,"Saturday, January 8, 1927",-,"Sydney, Australia"
800 m freestyle,800,Male,8,10:22.20,622002,,Set in a pool measured in yards,Johnny Weissmuller,Johnny_Weissmuller,United States,America,"Wednesday, July 27, 1927",-,"Honolulu, Hawaii"
4 x 200 m freestyle relay,800,Male,8,09:38.80,578008,,Final,Paul Samson,Paul_Samson,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
4 x 200 m freestyle relay,800,Male,8,09:38.80,578008,,Final,Austin Clapp,Austin_Clapp,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
4 x 200 m freestyle relay,800,Male,8,09:38.80,578008,,Final,David Young,David_Young,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
4 x 200 m freestyle relay,800,Male,8,09:38.80,578008,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
4 x 200 m freestyle relay,800,Male,9,09:36.20,576002,,Final,Austin Clapp,Austin_Clapp,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
4 x 200 m freestyle relay,800,Male,9,09:36.20,576002,,Final,Walter Laufer,Walter_Laufer,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
4 x 200 m freestyle relay,800,Male,9,09:36.20,576002,,Final,George Kojac,George_Kojac,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
4 x 200 m freestyle relay,800,Male,9,09:36.20,576002,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,America,"Saturday, August 11, 1928",Olympic Games,"Amsterdam, Netherlands"
800 m freestyle,800,Male,9,10:19.60,619006,,Final,Jean Taris,Jean_Taris,France,Europe,"Friday, May 30, 1930",-,"Paris, France"
800 m freestyle,800,Male,10,10:17.20,617002,,Final,Jean Taris,Jean_Taris,France,Europe,"Tuesday, June 9, 1931",-,"Cannes, France"
800 m freestyle,800,Male,11,10:16.60,616006,,Final,Shozo Makino,Shozo_Makino,Japan,Asia,"Sunday, August 30, 1931",-,"Osaka, Japan"
800 m freestyle,800,Male,12,10:15.60,615006,,Final,Jean Taris,Jean_Taris,France,Europe,"Tuesday, June 21, 1932",-,"Cannes, France"
4 x 200 m freestyle relay,800,Male,11,08:58.40,538004,,Final,Yasuji Miyazaki,Yasuji_Miyazaki,Japan,Asia,"Tuesday, August 9, 1932",Olympic Games,"Los Angeles, United States"
4 x 200 m freestyle relay,800,Male,11,08:58.40,538004,,Final,Masanori Yusa,Masanori_Yusa,Japan,Asia,"Tuesday, August 9, 1932",Olympic Games,"Los Angeles, United States"
4 x 200 m freestyle relay,800,Male,11,08:58.40,538004,,Final,Takashi Yokoyama,Takashi_Yokoyama,Japan,Asia,"Tuesday, August 9, 1932",Olympic Games,"Los Angeles, United States"
4 x 200 m freestyle relay,800,Male,11,08:58.40,538004,,Final,Hisakichi Toyoda,Hisakichi_Toyoda,Japan,Asia,"Tuesday, August 9, 1932",Olympic Games,"Los Angeles, United States"
800 m freestyle,800,Male,13,10:08.60,608006,,Final,Shozo Makino,Shozo_Makino,Japan,Asia,"Sunday, June 25, 1933",-,"Tokyo, Japan"
800 m freestyle,800,Male,14,10:01.20,601002,,Final,Shozo Makino,Shozo_Makino,Japan,Asia,"Saturday, September 16, 1933",-,"Tokyo, Japan"
800 m freestyle,800,Male,15,09:55.80,595008,,Final,Shozo Makino,Shozo_Makino,Japan,Asia,"Saturday, September 15, 1934",-,"Tokyo, Japan"
4 x 200 m freestyle relay,800,Male,12,08:52.20,532002,,Final,Masanori Yusa,Masanori_Yusa,Japan,Asia,"Monday, August 19, 1935",-,"Tokyo, Japan"
4 x 200 m freestyle relay,800,Male,12,08:52.20,532002,,Final,Shozo Makino,Shozo_Makino,Japan,Asia,"Monday, August 19, 1935",-,"Tokyo, Japan"
4 x 200 m freestyle relay,800,Male,12,08:52.20,532002,,Final,S. Isiharada,S._Isiharada,Japan,Asia,"Monday, August 19, 1935",-,"Tokyo, Japan"
4 x 200 m freestyle relay,800,Male,12,08:52.20,532002,,Final,H. Negami,H._Negami,Japan,Asia,"Monday, August 19, 1935",-,"Tokyo, Japan"
4 x 200 m freestyle relay,800,Male,13,08:51.50,531005,,Final,Masanori Yusa,Masanori_Yusa,Japan,Asia,"Tuesday, August 11, 1936",Olympic Games,"Berlin, Germany"
4 x 200 m freestyle relay,800,Male,13,08:51.50,531005,,Final,Shigeo Sugiura,Shigeo_Sugiura,Japan,Asia,"Tuesday, August 11, 1936",Olympic Games,"Berlin, Germany"
4 x 200 m freestyle relay,800,Male,13,08:51.50,531005,,Final,Masaharu Taguchi,Masaharu_Taguchi,Japan,Asia,"Tuesday, August 11, 1936",Olympic Games,"Berlin, Germany"
4 x 200 m freestyle relay,800,Male,13,08:51.50,531005,,Final,Shigeo Arai,Shigeo_Arai,Japan,Asia,"Tuesday, August 11, 1936",Olympic Games,"Berlin, Germany"
800 m freestyle,800,Male,16,09:50.90,590009,,Final,Bill Smith,Bill_Smith,United States,America,"Thursday, July 24, 1941",-,"Honolulu, Hawaii"
4 x 200 m freestyle relay,800,Male,14,08:46.00,526000,,Final,Wally Ris,Wally_Ris,United States,America,"Tuesday, August 3, 1948",Olympic Games,"London, United Kingdom"
4 x 200 m freestyle relay,800,Male,14,08:46.00,526000,,Final,Jimmy McLane,Jimmy_McLane,United States,America,"Tuesday, August 3, 1948",Olympic Games,"London, United Kingdom"
4 x 200 m freestyle relay,800,Male,14,08:46.00,526000,,Final,Wally Wolf,Wally_Wolf,United States,America,"Tuesday, August 3, 1948",Olympic Games,"London, United Kingdom"
4 x 200 m freestyle relay,800,Male,14,08:46.00,526000,,Final,Bill Smith,Bill_Smith,United States,America,"Tuesday, August 3, 1948",Olympic Games,"London, United Kingdom"
800 m freestyle,800,Male,17,09:45.60,585006,,Final,Hironoshin Furuhashi,Hironoshin_Furuhashi,Japan,Asia,"Sunday, June 26, 1949",-,"Tokyo, Japan"
800 m freestyle,800,Male,18,09:45.00,585000,,Final,Shiro Hashizume,Shiro_Hashizume,Japan,Asia,"Tuesday, August 16, 1949",-,"Los Angeles, United States"
800 m freestyle,800,Male,19,09:40.70,580007,,Final,Hironoshin Furuhashi,Hironoshin_Furuhashi,Japan,Asia,"Tuesday, August 16, 1949",-,"Los Angeles, United States"
800 m freestyle,800,Male,20,09:35.50,575005,,Final,Hironoshin Furuhashi,Hironoshin_Furuhashi,Japan,Asia,"Tuesday, August 16, 1949",-,"Los Angeles, United States"
4 x 200 m freestyle relay,800,Male,15,08:45.40,525004,,Final,Yoshihiro Hamaguchi,Yoshihiro_Hamaguchi,Japan,Asia,"Thursday, August 18, 1949",-,"Los Angeles, United States"
